instance_start_time,instance_end_time,time_window_hours,costs,T,T_mean,wtc,callsigns,transit_times,transit_time_difference,entry_times,relative_transit_times,cost_transit_time_diff,wind_score,dangerous_phenom_score,precip_score,vis_ceiling_score,freezing_score,feats
2024-08-08 10:55:01,2024-08-08 11:03:35,0.14277777777777778,"[1.0796, 1.0796, 0.7143999999999999, 1.0796, 0.7143999999999999]","[1566.1304347826087, 1474.037037037037, 1532.6333333333334, 1492.8709677419354, 1654.6]","[1544.0543545789828, 1544.0543545789828, 1544.0543545789828, 1544.0543545789828, 1544.0543545789828]","['M', 'M', 'M', 'M', 'M']","['VLG86EJ', 'EZY75NK', 'RYR866H', 'SEH7WA', 'EFW5SL']","[1166.0, 1171.0, 1281.0, 1113.0, 1411.0]","[-378.05435457898284, -373.05435457898284, -263.05435457898284, -431.05435457898284, -133.05435457898284]","[Timestamp('2024-08-08 10:55:01+0000', tz='UTC'), Timestamp('2024-08-08 10:57:44+0000', tz='UTC'), Timestamp('2024-08-08 11:00:38+0000', tz='UTC'), Timestamp('2024-08-08 11:00:53+0000', tz='UTC'), Timestamp('2024-08-08 11:03:35+0000', tz='UTC')]","[2710.054354578983, 2878.054354578983, 3162.054354578983, 3009.054354578983, 3469.054354578983]","[-408.14748120346985, -402.7494812034698, -187.92603091122533, -465.36628120346984, -95.05403091122533]",0.0,0.0,0.0,0.0,0.0,"[[-1.5038230115666298, 0.9275040315695681, 0.32889142335796995, -0.9030835054125932], [0.1362729615842358, -1.595852502718877, 0.0014411703028267403, -0.5421257497969502], [-0.8236315180365856, 1.9928726795261351, -0.4283237207415702, 0.8023184071920291], [-0.40123189994366487, -1.5740112412338314, -0.17843270244883447, 0.1052800942406289], [-2.5296440025798326, 0.48612695443709747, 0.36394620005371914, -0.4048691613515902]]"
2024-08-08 11:05:04,2024-08-08 11:14:23,0.15527777777777776,"[0.7143999999999999, 2.226, 0.7143999999999999, 0.7143999999999999, 0.7143999999999999]","[1768.607142857143, 1706.3666666666666, 1516.375, 1470.8, 1848.117647058824]","[1662.0532913165268, 1662.0532913165268, 1662.0532913165268, 1662.0532913165268, 1662.0532913165268]","['M', 'H', 'M', 'M', 'M']","['UBT70N', 'UAE7ER', 'EZY71MH', 'TOM5BT', 'EZY71EZ']","[1613.0, 1588.0, 1279.0, 1385.0, 1743.0]","[-49.05329131652684, -74.05329131652684, -383.05329131652684, -277.05329131652684, 80.94670868347316]","[Timestamp('2024-08-08 11:05:04+0000', tz='UTC'), Timestamp('2024-08-08 11:13:14+0000', tz='UTC'), Timestamp('2024-08-08 11:13:33+0000', tz='UTC'), Timestamp('2024-08-08 11:14:03+0000', tz='UTC'), Timestamp('2024-08-08 11:14:23+0000', tz='UTC')]","[3275.053291316527, 3740.053291316527, 3450.053291316527, 3586.053291316527, 3964.053291316527]","[-35.04367131652677, -164.84262647058873, -273.65327131652674, -197.92687131652676, 57.828328683473224]",0.0,0.0,0.0,0.0,0.0,"[[1.8023380277503156, 2.1210782916715196, 1.2990367273371841, 0.31700750941628303], [0.021159213731780525, -1.4499249495516617, -0.6383344938425995, -0.2181656582229829], [-2.2897110233980493, 0.658835285599103, 0.3003623231126995, -0.3624704912749703], [2.3021351396402077, -0.17464084951307512, 0.4923227589949488, 0.7951092033930225], [-0.6742228717637481, 1.7821982018639508, -0.15039945804423338, 0.44918195817440054]]"
2024-08-08 11:19:55,2024-08-08 11:30:59,0.18444444444444444,"[1.0796, 0.7143999999999999, 2.226, 0.7143999999999999, 0.7143999999999999]","[1520.36, 1720.5555555555557, 1700.04, 1772.6666666666667, 1517.3333333333333]","[1646.1911111111112, 1646.1911111111112, 1646.1911111111112, 1646.1911111111112, 1646.1911111111112]","['M', 'M', 'H', 'M', 'M']","['EFW8RA', 'EZY34YQ', 'SVA101', 'THY3TK', 'WUK3MK']","[1922.0, 1699.0, 1834.0, 1786.0, 1701.0]","[275.80888888888876, 52.80888888888876, 187.80888888888876, 139.80888888888876, 54.80888888888876]","[Timestamp('2024-08-08 11:19:55+0000', tz='UTC'), Timestamp('2024-08-08 11:21:08+0000', tz='UTC'), Timestamp('2024-08-08 11:24:06+0000', tz='UTC'), Timestamp('2024-08-08 11:27:42+0000', tz='UTC'), Timestamp('2024-08-08 11:30:59+0000', tz='UTC')]","[3568.1911111111112, 3418.1911111111112, 3731.1911111111112, 3899.1911111111112, 4011.1911111111112]","[297.7632764444443, 37.726670222222126, 418.0625866666664, 99.87947022222212, 39.15547022222213]",0.0,0.0,0.0,0.0,0.0,"[[-1.3386099062910906, -2.3741458600497043, 1.026438859270335, -0.14555209453672086], [-0.26127155507986694, -1.6310499854534153, -0.24899621889002221, -0.15545459842241358], [-0.17882848480653427, -1.1888241795417085, -0.4252942993971073, 0.7556713297822398], [2.274644332425293, -0.23471192242538205, 1.0671957841903972, 0.34139341289416925], [1.910808294784163, 0.15443166665989833, -0.22051793120448246, 0.9714478207799268]]"
2024-08-08 11:33:04,2024-08-08 11:38:41,0.09361111111111112,"[0.7143999999999999, 0.7143999999999999, 0.7143999999999999, 1.0796, 1.0796]","[1824.6, 1566.741935483871, 1691.7666666666669, 1565.875, 1593.7241379310344]","[1648.5415480163144, 1648.5415480163144, 1648.5415480163144, 1648.5415480163144, 1648.5415480163144]","['M', 'M', 'M', 'M', 'M']","['NSZ4EV', 'EZY79RQ', 'EZY86NZ', 'RZO544', 'EZY78HP']","[1985.0, 1691.0, 1752.0, 1901.0, 1903.0]","[336.45845198368556, 42.45845198368556, 103.45845198368556, 252.45845198368556, 254.45845198368556]","[Timestamp('2024-08-08 11:33:04+0000', tz='UTC'), Timestamp('2024-08-08 11:33:35+0000', tz='UTC'), Timestamp('2024-08-08 11:34:45+0000', tz='UTC'), Timestamp('2024-08-08 11:36:13+0000', tz='UTC'), Timestamp('2024-08-08 11:38:41+0000', tz='UTC')]","[3633.5415480163147, 3370.5415480163147, 3501.5415480163147, 3738.5415480163147, 3888.5415480163147]","[240.36591809714494, 30.332318097144963, 73.91071809714497, 272.5541447615869, 274.7133447615869]",0.0,0.0,0.0,0.0,0.0,"[[-0.10477413587713094, -1.4632621670226884, -0.3575560545197096, 0.013219458651675385], [-2.4450346746774896, 0.5722602154839119, 0.2877694804782349, -0.50772036086389], [-1.6695862805315076, 0.9081927093159019, -0.3428930503088302, -1.108103880611751], [2.1987104137682882, -0.3549745855708669, 0.7539013709427488, -0.23767791100561295], [-0.45698931774880497, 1.5573224263535592, -0.09106888167388656, -0.17244383796952908]]"
2024-08-08 11:57:04,2024-08-08 12:04:23,0.12194444444444444,"[0.7143999999999999, 2.226, 0.7143999999999999, 0.7143999999999999, 0.7143999999999999]","[1531.611111111111, 1478.4, 1740.4, 1475.3333333333333, 1480.8181818181818]","[1541.3125252525251, 1541.3125252525251, 1541.3125252525251, 1541.3125252525251, 1541.3125252525251]","['M', 'H', 'M', 'M', 'M']","['EZY47TQ', 'TOM22E', 'TOM1ET', 'EZY28DG', 'EZY46WY']","[1401.0, 1440.0, 1457.0, 1403.0, 1756.0]","[-140.31252525252512, -101.31252525252512, -84.31252525252512, -138.31252525252512, 214.68747474747488]","[Timestamp('2024-08-08 11:57:04+0000', tz='UTC'), Timestamp('2024-08-08 11:58:58+0000', tz='UTC'), Timestamp('2024-08-08 12:01:06+0000', tz='UTC'), Timestamp('2024-08-08 12:04:17+0000', tz='UTC'), Timestamp('2024-08-08 12:04:23+0000', tz='UTC')]","[2942.312525252525, 3095.312525252525, 3240.312525252525, 3377.312525252525, 3736.312525252525]","[-100.23926804040393, -225.5216812121209, -60.232868040403936, -98.81046804040393, 153.37273195959602]",0.0,0.0,0.0,0.0,0.0,"[[-0.765610048502271, -1.5964636301931003, -0.4604715076637353, 0.33948971098216774], [2.2266811514623006, -0.7410304624752155, 1.1345026362336448, -0.26280396955240803], [-0.6270503787397842, -1.6881728361523125, 0.006498007486715612, 0.22206664838208692], [-0.3485706927902976, -2.061267821654584, 0.5445459093262497, -0.8729256335147083], [-0.5531802098781933, -1.5947281817038217, 0.27551611100281004, 0.4532885622493891]]"
2024-08-08 12:06:32,2024-08-08 12:16:17,0.1625,"[0.7143999999999999, 1.0796, 1.0796, 1.7619999999999998, 0.7143999999999999]","[1545.8461538461538, 1735.2727272727273, 1684.7777777777778, 1462.6666666666667, 1907.4]","[1667.1926651126655, 1667.1926651126655, 1667.1926651126655, 1667.1926651126655, 1667.1926651126655]","['M', 'M', 'M', 'M', 'M']","['EZY18HN', 'EJU8624', 'EZY15KC', 'EZY56YN', 'TOM50V']","[1827.0, 2319.0, 2395.0, 2573.0, 2103.0]","[159.8073348873345, 651.8073348873345, 727.8073348873345, 905.8073348873345, 435.8073348873345]","[Timestamp('2024-08-08 12:06:32+0000', tz='UTC'), Timestamp('2024-08-08 12:09:01+0000', tz='UTC'), Timestamp('2024-08-08 12:09:04+0000', tz='UTC'), Timestamp('2024-08-08 12:12:31+0000', tz='UTC'), Timestamp('2024-08-08 12:16:17+0000', tz='UTC')]","[3494.1926651126655, 4135.192665112665, 4214.192665112665, 4599.192665112665, 4355.192665112665]","[114.16636004351174, 703.6911987443663, 785.7407987443662, 1596.0325240714833, 311.34076004351175]",0.0,0.0,0.0,0.0,0.0,"[[2.9421361138652853, -0.013284959920047702, -0.026633058539978303, -0.32451630546866206], [-0.32793988162815946, -1.3463791740283946, -1.0674003188805163, 0.25958124003313043], [-0.5579593028117361, -1.7420806302724288, -1.0788628129528428, -0.3139259943145895], [-0.055658562168238376, -1.499963107464808, -0.4546727268486997, -0.1982812510377871], [-2.4708613501677092, 0.5462630796428009, 0.48042041850109796, -0.5273304447625662]]"
2024-08-08 12:17:55,2024-08-08 12:22:04,0.06916666666666667,"[1.0796, 1.0796, 1.0796, 1.0796, 3.259333333333333]","[1625.3181818181818, 1686.4666666666667, 1672.5384615384614, 1468.2857142857142, 1802.357142857143]","[1650.9932334332334, 1650.9932334332334, 1650.9932334332334, 1650.9932334332334, 1650.9932334332334]","['M', 'M', 'M', 'M', 'H']","['EZY95BU', 'VLG49HR', 'WUK99CJ', 'EZY42VA', 'CES6023']","[2122.0, 2264.0, 2343.0, 2347.0, 2451.0]","[471.0067665667666, 613.0067665667666, 692.0067665667666, 696.0067665667666, 800.0067665667666]","[Timestamp('2024-08-08 12:17:55+0000', tz='UTC'), Timestamp('2024-08-08 12:19:01+0000', tz='UTC'), Timestamp('2024-08-08 12:20:03+0000', tz='UTC'), Timestamp('2024-08-08 12:21:39+0000', tz='UTC'), Timestamp('2024-08-08 12:22:04+0000', tz='UTC')]","[3772.9932334332334, 3980.9932334332334, 4121.993233433233, 4221.993233433233, 4350.993233433233]","[508.4989051854812, 661.8021051854812, 747.0905051854811, 751.4089051854811, 2607.4887211632813]",0.0,0.0,0.0,0.0,0.0,"[[2.869207631817236, -0.1911834182924977, 0.4519484658635225, -0.8123143839911112], [-0.14469604390752902, 1.9108487337260323, -0.980251710037767, -0.2581742359319689], [-0.5060137755338934, 1.841565430608519, -1.1922412797682256, -0.5166750973356549], [-2.11713235738396, 0.41079320344619213, 0.980357781690713, -1.0615859695365946], [-0.8043608018603745, 1.8265613999720796, -1.0997210784429297, -0.2350606065921649]]"
2024-08-08 12:28:20,2024-08-08 12:35:36,0.12111111111111111,"[1.0796, 1.0796, 1.0796, 1.0796, 1.0796]","[1779.1052631578948, 1654.0, 1779.7692307692307, 1581.578947368421, 1983.5454545454545]","[1755.5997791682003, 1755.5997791682003, 1755.5997791682003, 1755.5997791682003, 1755.5997791682003]","['M', 'M', 'M', 'M', 'M']","['EFW7IS', 'EJU83DK', 'EZY46PG', 'EZY76BZ', 'EZE53NL']","[2332.0, 2328.0, 2571.0, 2169.0, 2622.0]","[576.4002208317997, 572.4002208317997, 815.4002208317997, 413.40022083179974, 866.4002208317997]","[Timestamp('2024-08-08 12:28:20+0000', tz='UTC'), Timestamp('2024-08-08 12:30:36+0000', tz='UTC'), Timestamp('2024-08-08 12:31:31+0000', tz='UTC'), Timestamp('2024-08-08 12:35:34+0000', tz='UTC'), Timestamp('2024-08-08 12:35:36+0000', tz='UTC')]","[4087.5997791682003, 4219.5997791682, 4517.5997791682, 4358.5997791682, 4813.5997791682]","[622.281678410011, 617.963278410011, 880.306078410011, 446.30687841001094, 935.3656784100109]",0.0,0.0,0.0,0.0,0.0,"[[1.1635147532681167, 2.9184304082550883, -1.8891604066292493, 0.027749202463543315], [0.6067539023218775, -1.329349861473109, -1.1387990622654631, -0.8906315388361475], [2.431009345622051, 3.1906722709664317, -1.6151058305981574, -0.5581417723687565], [-0.9478049027550806, 1.6930324630053681, -1.4209437863760572, -0.4908730384799163], [0.49633559511934766, -1.2200498686549952, -0.9552536859690808, -0.3561380935162647]]"
2024-08-08 13:10:30,2024-08-08 13:14:30,0.06666666666666667,"[1.0796, 0.7143999999999999, 0.7143999999999999, 1.0796, 1.0796]","[1628.7241379310344, 1646.32, 1820.571428571429, 1659.04, 1698.6]","[1690.6511133004926, 1690.6511133004926, 1690.6511133004926, 1690.6511133004926, 1690.6511133004926]","['M', 'M', 'M', 'M', 'M']","['EZY74XB', 'VLG38AU', 'EZY12MY', 'EZY53QK', 'TOM3ME']","[2211.0, 1901.0, 1925.0, 2420.0, 2115.0]","[520.3488866995074, 210.34888669950737, 234.34888669950737, 729.3488866995074, 424.3488866995074]","[Timestamp('2024-08-08 13:10:30+0000', tz='UTC'), Timestamp('2024-08-08 13:10:36+0000', tz='UTC'), Timestamp('2024-08-08 13:12:47+0000', tz='UTC'), Timestamp('2024-08-08 13:14:22+0000', tz='UTC'), Timestamp('2024-08-08 13:14:30+0000', tz='UTC')]","[3901.6511133004924, 3597.6511133004924, 3752.6511133004924, 4342.651113300492, 4045.6511133004924]","[561.7686580807881, 150.27324465812805, 167.41884465812805, 787.4050580807881, 458.1270580807881]",0.0,0.0,0.0,0.0,0.0,"[[-0.24327185225031706, -2.20178772817825, 0.5194030741254629, -1.3121253188297954], [-0.9873854537365192, 1.0748856331486798, -1.0245306425628968, -1.5275787089606396], [-1.4903550738768818, 0.9787191743340745, -0.41140013360420946, -0.8729206707177148], [0.5513038049956428, -1.2085467416721591, -0.9595842926443026, -0.393689943510953], [-0.6615975765706814, -1.6309474432417745, -0.11191719745609371, 0.3955553890144462]]"
2024-08-08 13:15:09,2024-08-08 13:25:46,0.17694444444444443,"[1.0796, 1.0796, 1.0796, 1.0796, 1.0796]","[1726.9666666666667, 1726.45, 1774.8333333333333, 1717.111111111111, 1536.0]","[1696.2722222222224, 1696.2722222222224, 1696.2722222222224, 1696.2722222222224, 1696.2722222222224]","['M', 'M', 'M', 'M', 'M']","['WMT84', 'EZY59MQ', 'NSZ3516', 'EZY54YB', 'EZY31YV']","[2533.0, 2054.0, 2442.0, 2221.0, 2342.0]","[836.7277777777776, 357.72777777777765, 745.7277777777776, 524.7277777777776, 645.7277777777776]","[Timestamp('2024-08-08 13:15:09+0000', tz='UTC'), Timestamp('2024-08-08 13:18:02+0000', tz='UTC'), Timestamp('2024-08-08 13:21:35+0000', tz='UTC'), Timestamp('2024-08-08 13:22:56+0000', tz='UTC'), Timestamp('2024-08-08 13:25:46+0000', tz='UTC')]","[4229.272222222222, 3923.2722222222224, 4524.272222222222, 4384.272222222222, 4675.272222222222]","[903.3313088888887, 386.2029088888887, 805.0877088888886, 566.4961088888887, 697.1277088888887]",0.0,0.0,0.0,0.0,0.0,"[[0.29991431151481523, -1.8159396960265737, 0.2973273430253757, -0.9573252610703916], [-1.4991560567925037, 1.2898870370034268, -0.8761119952266229, -0.5970523468193764], [0.5581266334183055, -1.220768338634693, -0.8494602033728518, -0.377512537527687], [2.5257392952269746, -0.29302839893824695, 0.4340312782553149, -0.3103130035851941], [2.895680651543329, -0.36873187595433315, 0.4758010949759715, -0.4124480079632113]]"
2024-08-08 13:26:46,2024-08-08 13:32:25,0.09416666666666666,"[1.7619999999999998, 1.0796, 1.0796, 1.7619999999999998, 1.7619999999999998]","[1658.25, 1464.5454545454545, 1769.6470588235295, 1704.6923076923076, 1635.8666666666666]","[1646.6002975455915, 1646.6002975455915, 1646.6002975455915, 1646.6002975455915, 1646.6002975455915]","['M', 'M', 'M', 'M', 'M']","['EZY42HB', 'EFW67P', 'EFW61U', 'EZY83LH', 'WUK3W']","[2591.0, 2356.0, 2578.0, 2640.0, 2718.0]","[944.3997024544085, 709.3997024544085, 931.3997024544085, 993.3997024544085, 1071.3997024544085]","[Timestamp('2024-08-08 13:26:46+0000', tz='UTC'), Timestamp('2024-08-08 13:28:04+0000', tz='UTC'), Timestamp('2024-08-08 13:29:20+0000', tz='UTC'), Timestamp('2024-08-08 13:30:58+0000', tz='UTC'), Timestamp('2024-08-08 13:32:25+0000', tz='UTC')]","[4237.600297545591, 4080.6002975455913, 4378.600297545591, 4538.600297545591, 4703.600297545591]","[1664.0322757246677, 765.8679187697793, 1005.5391187697793, 1750.3702757246676, 1887.8062757246676]",0.0,0.0,0.0,0.0,0.0,"[[-1.6665731439173255, 0.9983143766451346, -0.5653214948238424, -0.982046885858957], [0.13942620069814401, -1.2106295696847362, -1.1917251345380973, -0.2111299633406943], [-1.6539903891789474, 0.9733627153395876, -0.3471598392608317, -0.9548636717046837], [-0.947226398925789, 1.1575261035386972, -0.8907075014848822, -1.6150201438905287], [-1.3618540141686657, 1.1243654516755965, -0.7419586363622445, -1.1247333705311897]]"
2024-08-08 13:53:59,2024-08-08 14:04:42,0.1786111111111111,"[1.0796, 1.0796, 0.7143999999999999, 0.7143999999999999, 1.0796]","[1573.190476190476, 1614.68, 1658.4, 1912.8, 1677.095238095238]","[1687.2331428571429, 1687.2331428571429, 1687.2331428571429, 1687.2331428571429, 1687.2331428571429]","['M', 'M', 'M', 'M', 'M']","['EZY98NB', 'VLG7DL', 'TOM35T', 'EZY38TK', 'VLG6206']","[1910.0, 2327.0, 1882.0, 2052.0, 2196.0]","[222.76685714285713, 639.7668571428571, 194.76685714285713, 364.76685714285713, 508.76685714285713]","[Timestamp('2024-08-08 13:53:59+0000', tz='UTC'), Timestamp('2024-08-08 13:54:39+0000', tz='UTC'), Timestamp('2024-08-08 13:56:59+0000', tz='UTC'), Timestamp('2024-08-08 14:04:31+0000', tz='UTC'), Timestamp('2024-08-08 14:04:42+0000', tz='UTC')]","[3597.233142857143, 4054.233142857143, 3749.233142857143, 4371.233142857143, 4526.233142857143]","[240.49909897142854, 690.6922989714285, 139.14144274285712, 260.5894427428571, 549.2646989714285]",0.0,0.0,0.0,0.0,0.0,"[[0.23589494944683723, -1.3705935613306306, -0.7203335860620189, -0.31076948313619135], [0.08140711522368588, -1.7828260345209177, 0.06297243753423429, -0.9190064990802665], [-1.0167809423111271, -2.018064407151861, 0.4661198822731928, 0.08431605261894959], [2.344645196404761, -1.0001598026551852, 1.0827343879609455, -1.0960318020418574], [-1.2884077259609161, 1.3966194350905639, -1.0308680778769463, -0.6408057851661356]]"
2024-08-08 14:11:14,2024-08-08 14:17:54,0.1111111111111111,"[1.0796, 1.0796, 1.0796, 1.0796, 1.0796]","[1663.5263157894738, 1573.5185185185185, 1742.258064516129, 1488.0, 1492.0666666666666]","[1591.8739130981576, 1591.8739130981576, 1591.8739130981576, 1591.8739130981576, 1591.8739130981576]","['M', 'M', 'M', 'M', 'M']","['EZY87AM', 'EZY27EF', 'EJU56EQ', 'EZY72WU', 'EZY32ZR']","[2108.0, 1914.0, 2168.0, 2317.0, 2012.0]","[516.1260869018424, 322.1260869018424, 576.1260869018424, 725.1260869018424, 420.1260869018424]","[Timestamp('2024-08-08 14:11:14+0000', tz='UTC'), Timestamp('2024-08-08 14:12:01+0000', tz='UTC'), Timestamp('2024-08-08 14:12:49+0000', tz='UTC'), Timestamp('2024-08-08 14:15:29+0000', tz='UTC'), Timestamp('2024-08-08 14:17:54+0000', tz='UTC')]","[3699.8739130981576, 3552.8739130981576, 3854.8739130981576, 4163.873913098158, 4003.8739130981576]","[557.209723419229, 347.76732341922906, 621.985723419229, 782.846123419229, 453.56812341922904]",0.0,0.0,0.0,0.0,0.0,"[[-1.2773450193431755, 1.0591639695498392, -0.09858951753864159, -1.0841910467284621], [-0.37202885684584414, -1.5880855636040971, -0.2512691025831609, -0.19318593727073974], [-0.1118648975693254, -0.8921392829327103, -1.191406347722305, 1.1101289746165057], [3.5508596910196806, 0.5882991680140957, -0.38313536147905025, -0.11851808679704699], [-1.4485762913392872, 1.0970221759095593, -0.47212130010516484, -0.9472061886478279]]"
2024-08-08 14:25:07,2024-08-08 14:34:23,0.15444444444444444,"[1.0796, 0.7143999999999999, 0.7143999999999999, 0.7143999999999999, 1.0796]","[1744.4615384615386, 1847.4, 2138.0, 1778.0, 1711.2857142857142]","[1843.8294505494505, 1843.8294505494505, 1843.8294505494505, 1843.8294505494505, 1843.8294505494505]","['M', 'M', 'M', 'M', 'M']","['EZY28XD', 'TOM3FN', 'AWC32', 'EFW2791', 'NSZ3811']","[2207.0, 1880.0, 2138.0, 1954.0, 2113.0]","[363.1705494505495, 36.170549450549515, 294.1705494505495, 110.17054945054952, 269.1705494505495]","[Timestamp('2024-08-08 14:25:07+0000', tz='UTC'), Timestamp('2024-08-08 14:27:40+0000', tz='UTC'), Timestamp('2024-08-08 14:28:51+0000', tz='UTC'), Timestamp('2024-08-08 14:34:19+0000', tz='UTC'), Timestamp('2024-08-08 14:34:23+0000', tz='UTC')]","[4050.8294505494505, 3876.8294505494505, 4205.8294505494505, 4349.8294505494505, 4512.8294505494505]","[392.0789251868132, 25.84024052747257, 210.15544052747256, 78.70584052747256, 290.5965251868132]",0.0,0.0,0.0,0.0,0.0,"[[1.863417353628771, -0.3871608993512007, 0.2757420602271554, 0.6738436936077158], [-0.941367373211718, -1.7416258925154362, 0.21508026289844243, 0.6072989637958359], [2.0470131351292364, 2.2956816832922837, 0.6264469458477262, 0.4093893626764371], [3.0821821075772537, 0.1346434276906414, -0.02489116869073702, -0.6118821356188626], [-1.0067648701524625, -2.259356095434131, 0.9393720702201765, -0.5234071193801653]]"
2024-08-08 14:39:44,2024-08-08 14:49:25,0.1613888888888889,"[1.0796, 0.7143999999999999, 0.7143999999999999, 1.0796, 1.0796]","[1704.7666666666669, 1872.4, 1605.8125, 1621.84, 1360.9130434782608]","[1633.1464420289856, 1633.1464420289856, 1633.1464420289856, 1633.1464420289856, 1633.1464420289856]","['M', 'M', 'M', 'M', 'M']","['AEA92UV', 'TOM33X', 'EZY18UV', 'EZY63EA', 'EZY78EP']","[2095.0, 2093.0, 1772.0, 2147.0, 2153.0]","[461.8535579710144, 459.8535579710144, 138.85355797101442, 513.8535579710144, 519.8535579710144]","[Timestamp('2024-08-08 14:39:44+0000', tz='UTC'), Timestamp('2024-08-08 14:42:27+0000', tz='UTC'), Timestamp('2024-08-08 14:42:54+0000', tz='UTC'), Timestamp('2024-08-08 14:44:08+0000', tz='UTC'), Timestamp('2024-08-08 14:49:25+0000', tz='UTC')]","[3728.146442028986, 3889.146442028986, 3595.146442028986, 4044.146442028986, 4367.146442028986]","[498.6171011855071, 328.51938181449265, 99.19698181449269, 554.7563011855071, 561.2339011855071]",0.0,0.0,0.0,0.0,0.0,"[[-2.109575570135691, 0.8602223561740728, 0.20358943200821727, -0.42808072889289606], [-0.2701646182941123, -1.5484667074950764, -0.312862318455829, 0.000989446922524545], [3.0815023409207667, -0.0004917837972339407, 0.11742670028916526, -0.5964013101820935], [0.0788727352020586, -1.29329506169309, -0.6494344266163835, 0.08313923993970804], [2.383454950092657, -0.6090810767447887, 0.7715214178751594, -0.7069853217601243]]"
2024-08-08 14:50:49,2024-08-08 14:55:14,0.07361111111111111,"[1.0796, 1.0796, 1.0796, 1.0796, 1.7619999999999998]","[1547.5555555555557, 1712.28, 1835.3333333333333, 1628.9642857142858, 1611.4444444444443]","[1667.1155238095234, 1667.1155238095234, 1667.1155238095234, 1667.1155238095234, 1667.1155238095234]","['M', 'M', 'M', 'M', 'M']","['EZY27JC', 'EZY68DR', 'EJU48WM', 'EZS89RA', 'EZY61ML']","[2215.0, 2299.0, 2452.0, 2117.0, 2589.0]","[547.8844761904766, 631.8844761904766, 784.8844761904766, 449.88447619047656, 921.8844761904766]","[Timestamp('2024-08-08 14:50:49+0000', tz='UTC'), Timestamp('2024-08-08 14:54:34+0000', tz='UTC'), Timestamp('2024-08-08 14:54:48+0000', tz='UTC'), Timestamp('2024-08-08 14:55:08+0000', tz='UTC'), Timestamp('2024-08-08 14:55:14+0000', tz='UTC')]","[3882.1155238095234, 4191.115523809523, 4358.115523809523, 4043.1155238095234, 4521.115523809523]","[591.4960804952384, 682.1824804952385, 847.3612804952384, 485.6952804952384, 1624.3604470476196]",0.0,0.0,0.0,0.0,0.0,"[[2.456610986498759, -0.26564061237831, 0.7834128674953403, -0.3490096296741206], [0.2209613410832209, -1.2120924388552716, -1.1024467972005545, -0.11681136012305236], [0.24352013584191046, -1.330930648165924, -0.7793334127491301, -0.2482223060280883], [-0.7154738892708085, -2.3491723218034255, 0.31907492739918875, -1.0659910114399231], [-1.2369385691567403, 1.1754920269858102, -0.4288661045275561, -0.9970161661652099]]"
2024-08-08 14:55:56,2024-08-08 15:06:00,0.16777777777777778,"[1.7619999999999998, 1.7619999999999998, 1.0796, 2.226, 1.7619999999999998]","[1741.967741935484, 2021.85, 2037.8, 2380.2, 1949.793103448276]","[2026.3221690767518, 2026.3221690767518, 2026.3221690767518, 2026.3221690767518, 2026.3221690767518]","['M', 'M', 'M', 'H', 'M']","['THY5GZ', 'BAW925', 'CAI49KC', 'TOM2EW', 'EZY43XC']","[2693.0, 3207.0, 2596.0, 2581.0, 3458.0]","[666.6778309232482, 1180.6778309232482, 569.6778309232482, 554.6778309232482, 1431.6778309232482]","[Timestamp('2024-08-08 14:55:56+0000', tz='UTC'), Timestamp('2024-08-08 15:00:01+0000', tz='UTC'), Timestamp('2024-08-08 15:02:50+0000', tz='UTC'), Timestamp('2024-08-08 15:05:55+0000', tz='UTC'), Timestamp('2024-08-08 15:06:00+0000', tz='UTC')]","[4719.322169076751, 5478.322169076751, 5036.322169076751, 5206.322169076751, 6088.322169076751]","[1174.686338086763, 2080.354338086763, 615.0241862647387, 1234.7128516351504, 2522.616338086763]",0.0,0.0,0.0,0.0,0.0,"[[2.554848410881148, 2.885466920085017, -0.6463448606718569, -0.8028932330225466], [0.08726334105455373, -0.7905402671707764, -2.458954481337441, 0.5171745053947223], [1.7890727739697276, 1.9941292019743693, 1.1407443044578873, 0.03560087019848075], [-0.7023965152673293, -1.5051520708761859, -1.0660330679602943, 0.3011736120049643], [-0.9338220672333902, 1.4771759110613119, 0.06228416598041487, 0.11582862030358439]]"
